cleaned,sentiment,sentiment_label_values
pardon not being facetious not child in the country has an appropriate school place as inadequate measures in many cases no measures are in place in schools to reduce covid transmission and protect children health longcovid longcovidkids covid covidisnotover ,neutral,0
 please don go along with perrotet nonsense to weaken covid protection he been health vandal all along ppl are still dying plus not enough is known abt longcovid yet pls keep us safe ,neutral,0
 what is necessary is to increase democratic majorities in the house and senate then we will be able to restore covid and other public health funding ,positive,1
 ama does not support push in nat cab to scrap iso any further reduction requires open medical evidence to justify its about politics amp govt expenditure not public health covid auspol butler mp perrottet ,neutral,0
however ict decided to go to the source and ask the health care workers themselves why they do not always follow hand hygiene handhygiene covid ltc longtermcare ecumen org universityofminnesota,neutral,0
about americans died of covid this summer that toll means that covid is continuing to kill many more people each day than vehicle crashes gun violence the flu or many other health threats incase anybody is interested get your booster wear mask covidisnotover covid ,negative,-1
 scientificresearch shift of radiotherapy use during the first wave of the covid pandemic an analysis of german inpa covid science health medical study research covid sarscov ,neutral,0
and on each round people will die or be impacted long term children will lose parents amp grandparents schools will lose teachers health care will lose workers amp our underfunded hospital system will fail society will limp along unable to make any progress covid ,negative,-1
deeply honored that is the recipient of summit award by for our public health work and response to covid ,positive,1
 most of us like to help people if that includes you please sign amp rt this petition for evusheld to help immunocompromised people of them to access drug that will protect them against covid thank you latenightthoughts health ,positive,1
